"NAM"	"DAT"	"PERIOD"	"КАТО(по каталогу)"	"LКАТО(по каталогу)"	"СПТМ (по каталогу)"	"LСПТМ (по каталогу)"	"СП"	"LСП"	"СГНЛ"	"LСГНЛ"	"VAL"
"Численность населения на начало периода(Человек)"	"2016 год"	"201612"	"АУЭЗОВСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"283 385"
"Численность населения на начало периода(Человек)"	"2010 год"	"201012"	"АУЭЗОВСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"295 116"
"Численность населения на начало периода(Человек)"	"2012 год"	"201212"	"АУЭЗОВСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"301 582"
"Численность населения на начало периода(Человек)"	"2013 год"	"201312"	"АУЭЗОВСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"302 931"
"Численность населения на начало периода(Человек)"	"2014 год"	"201412"	"АУЭЗОВСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"310 635"
"Численность населения на начало периода(Человек)"	"2025 год"	"202512"	"АУЭЗОВСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"358 637"
"Численность населения на начало периода(Человек)"	"2017 год"	"201712"	"АУЭЗОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"286 445"
"Численность населения на начало периода(Человек)"	"2009 год"	"200912"	"АУЭЗОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"289 512"
"Численность населения на начало периода(Человек)"	"2019 год"	"201912"	"АУЭЗОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"295 543"
"Численность населения на начало периода(Человек)"	"2020 год"	"202012"	"АУЭЗОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"303 077"
"Численность населения на начало периода(Человек)"	"2018 год"	"201812"	"АУЭЗОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"289 424"
"Численность населения на начало периода(Человек)"	"2022 год"	"202212"	"АУЭЗОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"351 518"
"Численность населения на начало периода(Человек)"	"2023 год"	"202312"	"АУЭЗОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"354 712"
"Численность населения на начало периода(Человек)"	"2024 год"	"202412"	"АУЭЗОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"358 132"
"Численность населения на начало периода(Человек)"	"2021 год"	"202112"	"АУЭЗОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"308 327"
"Численность населения на начало периода(Человек)"	"2015 год"	"201512"	"АУЭЗОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"277 338"
"Численность населения на начало периода(Человек)"	"2011 год"	"201112"	"АУЭЗОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"296 834"
"Численность населения на начало периода(Человек)"	"2016 год"	"201612"	"АУЭЗОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"283 385"
"Численность населения на начало периода(Человек)"	"2010 год"	"201012"	"АУЭЗОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"295 116"
"Численность населения на начало периода(Человек)"	"2012 год"	"201212"	"АУЭЗОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"301 582"
"Численность населения на начало периода(Человек)"	"2013 год"	"201312"	"АУЭЗОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"302 931"
"Численность населения на начало периода(Человек)"	"2014 год"	"201412"	"АУЭЗОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"310 635"
"Численность населения на начало периода(Человек)"	"2025 год"	"202512"	"АУЭЗОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"358 637"
"Численность населения на начало периода(Человек)"	"2017 год"	"201712"	"АЛАТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"224 922"
"Численность населения на начало периода(Человек)"	"2009 год"	"200912"	"АЛАТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"150 819"
"Численность населения на начало периода(Человек)"	"2019 год"	"201912"	"АЛАТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"260 441"
"Численность населения на начало периода(Человек)"	"2020 год"	"202012"	"АЛАТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"280 663"
"Численность населения на начало периода(Человек)"	"2018 год"	"201812"	"АЛАТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"244 319"
"Численность населения на начало периода(Человек)"	"2022 год"	"202212"	"АЛАТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"337 708"
"Численность населения на начало периода(Человек)"	"2023 год"	"202312"	"АЛАТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"354 915"
"Численность населения на начало периода(Человек)"	"2024 год"	"202412"	"АЛАТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"369 998"
"Численность населения на начало периода(Человек)"	"2021 год"	"202112"	"АЛАТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"301 495"
"Численность населения на начало периода(Человек)"	"2015 год"	"201512"	"АЛАТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"195 348"
"Численность населения на начало периода(Человек)"	"2011 год"	"201112"	"АЛАТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"162 397"
"Численность населения на начало периода(Человек)"	"2016 год"	"201612"	"АЛАТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"208 082"
"Численность населения на начало периода(Человек)"	"2010 год"	"201012"	"АЛАТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"157 104"
"Численность населения на начало периода(Человек)"	"2012 год"	"201212"	"АЛАТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"168 335"
"Численность населения на начало периода(Человек)"	"2013 год"	"201312"	"АЛАТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"175 378"
"Численность населения на начало периода(Человек)"	"2014 год"	"201412"	"АЛАТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"177 902"
"Численность населения на начало периода(Человек)"	"2025 год"	"202512"	"АЛАТАУСКИЙ РАЙОН"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"384 886"
"Численность населения на начало периода(Человек)"	"2017 год"	"201712"	"АЛАТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"224 922"
"Численность населения на начало периода(Человек)"	"2009 год"	"200912"	"АЛАТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"150 819"
"Численность населения на начало периода(Человек)"	"2019 год"	"201912"	"АЛАТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"260 441"
"Численность населения на начало периода(Человек)"	"2020 год"	"202012"	"АЛАТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"280 663"
"Численность населения на начало периода(Человек)"	"2018 год"	"201812"	"АЛАТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"244 319"
"Численность населения на начало периода(Человек)"	"2022 год"	"202212"	"АЛАТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"337 708"
"Численность населения на начало периода(Человек)"	"2023 год"	"202312"	"АЛАТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"354 915"
"Численность населения на начало периода(Человек)"	"2024 год"	"202412"	"АЛАТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"369 998"
"Численность населения на начало периода(Человек)"	"2021 год"	"202112"	"АЛАТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"301 495"
"Численность населения на начало периода(Человек)"	"2015 год"	"201512"	"АЛАТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"195 348"
"Численность населения на начало периода(Человек)"	"2011 год"	"201112"	"АЛАТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"162 397"
"Численность населения на начало периода(Человек)"	"2016 год"	"201612"	"АЛАТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"208 082"
"Численность населения на начало периода(Человек)"	"2010 год"	"201012"	"АЛАТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"157 104"
"Численность населения на начало периода(Человек)"	"2012 год"	"201212"	"АЛАТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"168 335"
"Численность населения на начало периода(Человек)"	"2013 год"	"201312"	"АЛАТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"175 378"
"Численность населения на начало периода(Человек)"	"2014 год"	"201412"	"АЛАТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"177 902"
"Численность населения на начало периода(Человек)"	"2025 год"	"202512"	"АЛАТАУСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"384 886"
"Численность населения на начало периода(Человек)"	"2017 год"	"201712"	"САРЫКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"21 591"
"Численность населения на начало периода(Человек)"	"2009 год"	"200912"	"САРЫКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"24 855"
"Численность населения на начало периода(Человек)"	"2019 год"	"201912"	"САРЫКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"20 553"
"Численность населения на начало периода(Человек)"	"2020 год"	"202012"	"САРЫКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"19 869"
"Численность населения на начало периода(Человек)"	"2018 год"	"201812"	"САРЫКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"20 976"
"Численность населения на начало периода(Человек)"	"2022 год"	"202212"	"САРЫКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"17 899"
"Численность населения на начало периода(Человек)"	"2023 год"	"202312"	"САРЫКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"17 483"
"Численность населения на начало периода(Человек)"	"2024 год"	"202412"	"САРЫКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"17 111"
"Численность населения на начало периода(Человек)"	"2021 год"	"202112"	"САРЫКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"19 379"
"Численность населения на начало периода(Человек)"	"2015 год"	"201512"	"САРЫКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"22 510"
"Численность населения на начало периода(Человек)"	"2011 год"	"201112"	"САРЫКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"24 015"
"Численность населения на начало периода(Человек)"	"2016 год"	"201612"	"САРЫКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"22 107"
"Численность населения на начало периода(Человек)"	"2010 год"	"201012"	"САРЫКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"24 356"
"Численность населения на начало периода(Человек)"	"2012 год"	"201212"	"САРЫКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"23 755"
"Численность населения на начало периода(Человек)"	"2013 год"	"201312"	"САРЫКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"23 391"
"Численность населения на начало периода(Человек)"	"2014 год"	"201412"	"САРЫКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"22 939"
"Численность населения на начало периода(Человек)"	"2025 год"	"202512"	"САРЫКОЛЬСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"16 593"
"Численность населения на начало периода(Человек)"	"2017 год"	"201712"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"11 574"
"Численность населения на начало периода(Человек)"	"2009 год"	"200912"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"13 204"
"Численность населения на начало периода(Человек)"	"2019 год"	"201912"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"10 766"
"Численность населения на начало периода(Человек)"	"2020 год"	"202012"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"10 354"
"Численность населения на начало периода(Человек)"	"2018 год"	"201812"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"11 080"
"Численность населения на начало периода(Человек)"	"2022 год"	"202212"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"9 456"
"Численность населения на начало периода(Человек)"	"2023 год"	"202312"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"9 194"
"Численность населения на начало периода(Человек)"	"2024 год"	"202412"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"8 877"
"Численность населения на начало периода(Человек)"	"2021 год"	"202112"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"10 123"
"Численность населения на начало периода(Человек)"	"2015 год"	"201512"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"12 171"
"Численность населения на начало периода(Человек)"	"2011 год"	"201112"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"12 860"
"Численность населения на начало периода(Человек)"	"2016 год"	"201612"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"11 928"
"Численность населения на начало периода(Человек)"	"2010 год"	"201012"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"13 000"
"Численность населения на начало периода(Человек)"	"2012 год"	"201212"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"12 744"
"Численность населения на начало периода(Человек)"	"2013 год"	"201312"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"12 603"
"Численность населения на начало периода(Человек)"	"2014 год"	"201412"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"12 460"
"Численность населения на начало периода(Человек)"	"2025 год"	"202512"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"8 477"
"Численность населения на начало периода(Человек)"	"2017 год"	"201712"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"11 574"
"Численность населения на начало периода(Человек)"	"2009 год"	"200912"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"13 204"
"Численность населения на начало периода(Человек)"	"2019 год"	"201912"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"10 766"
"Численность населения на начало периода(Человек)"	"2020 год"	"202012"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"10 354"
"Численность населения на начало периода(Человек)"	"2018 год"	"201812"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"11 080"
"Численность населения на начало периода(Человек)"	"2022 год"	"202212"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"9 456"
"Численность населения на начало периода(Человек)"	"2023 год"	"202312"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"9 194"
"Численность населения на начало периода(Человек)"	"2024 год"	"202412"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"8 877"
"Численность населения на начало периода(Человек)"	"2021 год"	"202112"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"10 123"
"Численность населения на начало периода(Человек)"	"2015 год"	"201512"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"12 171"
"Численность населения на начало периода(Человек)"	"2011 год"	"201112"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"12 860"
"Численность населения на начало периода(Человек)"	"2016 год"	"201612"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"11 928"
"Численность населения на начало периода(Человек)"	"2010 год"	"201012"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"13 000"
"Численность населения на начало периода(Человек)"	"2012 год"	"201212"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"12 744"
"Численность населения на начало периода(Человек)"	"2013 год"	"201312"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"12 603"
"Численность населения на начало периода(Человек)"	"2014 год"	"201412"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"12 460"
"Численность населения на начало периода(Человек)"	"2025 год"	"202512"	"НАУРЗУМСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"8 477"
"Численность населения на начало периода(Человек)"	"2017 год"	"201712"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"28 599"
"Численность населения на начало периода(Человек)"	"2009 год"	"200912"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"32 117"
"Численность населения на начало периода(Человек)"	"2019 год"	"201912"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"27 279"
"Численность населения на начало периода(Человек)"	"2020 год"	"202012"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"26 534"
"Численность населения на начало периода(Человек)"	"2018 год"	"201812"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"27 841"
"Численность населения на начало периода(Человек)"	"2022 год"	"202212"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"22 566"
"Численность населения на начало периода(Человек)"	"2023 год"	"202312"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"22 115"
"Численность населения на начало периода(Человек)"	"2024 год"	"202412"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"21 700"
"Численность населения на начало периода(Человек)"	"2021 год"	"202112"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"26 057"
"Численность населения на начало периода(Человек)"	"2015 год"	"201512"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"29 622"
"Численность населения на начало периода(Человек)"	"2011 год"	"201112"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"31 331"
"Численность населения на начало периода(Человек)"	"2016 год"	"201612"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"29 202"
"Численность населения на начало периода(Человек)"	"2010 год"	"201012"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"31 722"
"Численность населения на начало периода(Человек)"	"2012 год"	"201212"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"30 837"
"Численность населения на начало периода(Человек)"	"2013 год"	"201312"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"30 495"
"Численность населения на начало периода(Человек)"	"2014 год"	"201412"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"30 233"
"Численность населения на начало периода(Человек)"	"2025 год"	"202512"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"21 153"
"Численность населения на начало периода(Человек)"	"2017 год"	"201712"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"28 599"
"Численность населения на начало периода(Человек)"	"2009 год"	"200912"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"32 117"
"Численность населения на начало периода(Человек)"	"2019 год"	"201912"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"27 279"
"Численность населения на начало периода(Человек)"	"2020 год"	"202012"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"26 534"
"Численность населения на начало периода(Человек)"	"2018 год"	"201812"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"27 841"
"Численность населения на начало периода(Человек)"	"2022 год"	"202212"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"22 566"
"Численность населения на начало периода(Человек)"	"2023 год"	"202312"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"22 115"
"Численность населения на начало периода(Человек)"	"2024 год"	"202412"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"21 700"
"Численность населения на начало периода(Человек)"	"2021 год"	"202112"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"26 057"
"Численность населения на начало периода(Человек)"	"2015 год"	"201512"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"29 622"
"Численность населения на начало периода(Человек)"	"2011 год"	"201112"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"31 331"
"Численность населения на начало периода(Человек)"	"2016 год"	"201612"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"29 202"
"Численность населения на начало периода(Человек)"	"2010 год"	"201012"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"31 722"
"Численность населения на начало периода(Человек)"	"2012 год"	"201212"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"30 837"
"Численность населения на начало периода(Человек)"	"2013 год"	"201312"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"30 495"
"Численность населения на начало периода(Человек)"	"2014 год"	"201412"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"30 233"
"Численность населения на начало периода(Человек)"	"2025 год"	"202512"	"МЕНДЫКАРИНСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"21 153"
"Численность населения на начало периода(Человек)"	"2017 год"	"201712"	"КОСТАНАЙСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"70 072"
"Численность населения на начало периода(Человек)"	"2009 год"	"200912"	"КОСТАНАЙСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"67 380"
"Численность населения на начало периода(Человек)"	"2019 год"	"201912"	"КОСТАНАЙСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"46 567"
