"NAM"	"DAT"	"PERIOD"	"КАТО(по каталогу)"	"LКАТО(по каталогу)"	"СПТМ (по каталогу)"	"LСПТМ (по каталогу)"	"СП"	"LСП"	"СГНЛ"	"LСГНЛ"	"VAL"
"Численность населения на начало периода(Человек)"	"2014 год"	"201412"	"Г.АЛМАТЫ"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"1 506 899"
"Численность населения на начало периода(Человек)"	"2025 год"	"202512"	"Г.АЛМАТЫ"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"2 292 055"
"Численность населения на начало периода(Человек)"	"2017 год"	"201712"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"1 751 308"
"Численность населения на начало периода(Человек)"	"2004 год"	"200412"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"1 175 208"
"Численность населения на начало периода(Человек)"	"2003 год"	"200312"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"1 149 641"
"Численность населения на начало периода(Человек)"	"2007 год"	"200712"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"1 287 246"
"Численность населения на начало периода(Человек)"	"2002 год"	"200212"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"1 132 424"
"Численность населения на начало периода(Человек)"	"2005 год"	"200512"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"1 209 485"
"Численность населения на начало периода(Человек)"	"2001 год"	"200112"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"1 128 759"
"Численность населения на начало периода(Человек)"	"2008 год"	"200812"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"1 324 739"
"Численность населения на начало периода(Человек)"	"2009 год"	"200912"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"1 361 877"
"Численность населения на начало периода(Человек)"	"2006 год"	"200612"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"1 247 896"
"Численность населения на начало периода(Человек)"	"2019 год"	"201912"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"1 854 656"
"Численность населения на начало периода(Человек)"	"2020 год"	"202012"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"1 916 822"
"Численность населения на начало периода(Человек)"	"2000 год"	"200012"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"1 130 439"
"Численность населения на начало периода(Человек)"	"2018 год"	"201812"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"1 801 993"
"Численность населения на начало периода(Человек)"	"2022 год"	"202212"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"2 101 485"
"Численность населения на начало периода(Человек)"	"2023 год"	"202312"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"2 161 902"
"Численность населения на начало периода(Человек)"	"2024 год"	"202412"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"2 228 677"
"Численность населения на начало периода(Человек)"	"2021 год"	"202112"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"1 977 258"
"Численность населения на начало периода(Человек)"	"2015 год"	"201512"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"1 641 444"
"Численность населения на начало периода(Человек)"	"2011 год"	"201112"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"1 413 152"
"Численность населения на начало периода(Человек)"	"2016 год"	"201612"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"1 702 766"
"Численность населения на начало периода(Человек)"	"2010 год"	"201012"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"1 390 610"
"Численность населения на начало периода(Человек)"	"2012 год"	"201212"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"1 449 366"
"Численность населения на начало периода(Человек)"	"2013 год"	"201312"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"1 474 849"
"Численность населения на начало периода(Человек)"	"2014 год"	"201412"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"1 506 899"
"Численность населения на начало периода(Человек)"	"2025 год"	"202512"	"Г.АЛМАТЫ"	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"2 292 055"
"Численность населения на начало периода(Человек)"	"2009 год"	"200912"	"АЯГОЗ Г.А."	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"561"
"Численность населения на начало периода(Человек)"	"2009 год"	"200912"	"АЯГОЗ Г.А."	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"37 599"
"Численность населения на начало периода(Человек)"	"2009 год"	"200912"	"АЯГОЗ Г.А."	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"38 160"
"Численность населения на начало периода(Человек)"	"2017 год"	"201712"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"11 777"
"Численность населения на начало периода(Человек)"	"2009 год"	"200912"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"11 225"
"Численность населения на начало периода(Человек)"	"2019 год"	"201912"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"12 165"
"Численность населения на начало периода(Человек)"	"2020 год"	"202012"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"13 014"
"Численность населения на начало периода(Человек)"	"2018 год"	"201812"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"11 974"
"Численность населения на начало периода(Человек)"	"2022 год"	"202212"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"19 459"
"Численность населения на начало периода(Человек)"	"2023 год"	"202312"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"19 799"
"Численность населения на начало периода(Человек)"	"2024 год"	"202412"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"19 943"
"Численность населения на начало периода(Человек)"	"2021 год"	"202112"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"13 426"
"Численность населения на начало периода(Человек)"	"2015 год"	"201512"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"11 898"
"Численность населения на начало периода(Человек)"	"2011 год"	"201112"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"11 559"
"Численность населения на начало периода(Человек)"	"2016 год"	"201612"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"11 818"
"Численность населения на начало периода(Человек)"	"2010 год"	"201012"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"11 402"
"Численность населения на начало периода(Человек)"	"2012 год"	"201212"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"11 718"
"Численность населения на начало периода(Человек)"	"2013 год"	"201312"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"11 739"
"Численность населения на начало периода(Человек)"	"2014 год"	"201412"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"11 731"
"Численность населения на начало периода(Человек)"	"2025 год"	"202512"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"20 138"
"Численность населения на начало периода(Человек)"	"2017 год"	"201712"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"323 906"
"Численность населения на начало периода(Человек)"	"2009 год"	"200912"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"303 588"
"Численность населения на начало периода(Человек)"	"2019 год"	"201912"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"331 614"
"Численность населения на начало периода(Человек)"	"2020 год"	"202012"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"333 113"
"Численность населения на начало периода(Человек)"	"2018 год"	"201812"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"329 090"
"Численность населения на начало периода(Человек)"	"2022 год"	"202212"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"351 362"
"Численность населения на начало периода(Человек)"	"2023 год"	"202312"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"352 913"
"Численность населения на начало периода(Человек)"	"2024 год"	"202412"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"354 747"
"Численность населения на начало периода(Человек)"	"2021 год"	"202112"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"335 406"
"Численность населения на начало периода(Человек)"	"2015 год"	"201512"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"316 950"
"Численность населения на начало периода(Человек)"	"2011 год"	"201112"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"307 259"
"Численность населения на начало периода(Человек)"	"2016 год"	"201612"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"321 259"
"Численность населения на начало периода(Человек)"	"2010 год"	"201012"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"304 967"
"Численность населения на начало периода(Человек)"	"2012 год"	"201212"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"309 522"
"Численность населения на начало периода(Человек)"	"2013 год"	"201312"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"309 587"
"Численность населения на начало периода(Человек)"	"2014 год"	"201412"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"314 146"
"Численность населения на начало периода(Человек)"	"2025 год"	"202512"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"358 023"
"Численность населения на начало периода(Человек)"	"2017 год"	"201712"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"335 683"
"Численность населения на начало периода(Человек)"	"2009 год"	"200912"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"314 813"
"Численность населения на начало периода(Человек)"	"2019 год"	"201912"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"343 779"
"Численность населения на начало периода(Человек)"	"2020 год"	"202012"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"346 127"
"Численность населения на начало периода(Человек)"	"2018 год"	"201812"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"341 064"
"Численность населения на начало периода(Человек)"	"2022 год"	"202212"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"370 821"
"Численность населения на начало периода(Человек)"	"2023 год"	"202312"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"372 712"
"Численность населения на начало периода(Человек)"	"2024 год"	"202412"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"374 690"
"Численность населения на начало периода(Человек)"	"2021 год"	"202112"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"348 832"
"Численность населения на начало периода(Человек)"	"2015 год"	"201512"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"328 848"
"Численность населения на начало периода(Человек)"	"2011 год"	"201112"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"318 818"
"Численность населения на начало периода(Человек)"	"2016 год"	"201612"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"333 077"
"Численность населения на начало периода(Человек)"	"2010 год"	"201012"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"316 369"
"Численность населения на начало периода(Человек)"	"2012 год"	"201212"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"321 240"
"Численность населения на начало периода(Человек)"	"2013 год"	"201312"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"321 326"
"Численность населения на начало периода(Человек)"	"2014 год"	"201412"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"325 877"
"Численность населения на начало периода(Человек)"	"2025 год"	"202512"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"378 161"
"Численность населения на начало периода(Человек)"	"2017 год"	"201712"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"41 564"
"Численность населения на начало периода(Человек)"	"2009 год"	"200912"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"45 617"
"Численность населения на начало периода(Человек)"	"2019 год"	"201912"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"40 850"
"Численность населения на начало периода(Человек)"	"2020 год"	"202012"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"40 252"
"Численность населения на начало периода(Человек)"	"2018 год"	"201812"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"41 191"
"Численность населения на начало периода(Человек)"	"2022 год"	"202212"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"36 378"
"Численность населения на начало периода(Человек)"	"2023 год"	"202312"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"35 732"
"Численность населения на начало периода(Человек)"	"2024 год"	"202412"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"35 126"
"Численность населения на начало периода(Человек)"	"2021 год"	"202112"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"39 660"
"Численность населения на начало периода(Человек)"	"2015 год"	"201512"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"43 163"
"Численность населения на начало периода(Человек)"	"2011 год"	"201112"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"44 988"
"Численность населения на начало периода(Человек)"	"2016 год"	"201612"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"42 272"
"Численность населения на начало периода(Человек)"	"2010 год"	"201012"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"45 232"
"Численность населения на начало периода(Человек)"	"2012 год"	"201212"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"44 484"
"Численность населения на начало периода(Человек)"	"2013 год"	"201312"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"44 137"
"Численность населения на начало периода(Человек)"	"2014 год"	"201412"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"43 732"
"Численность населения на начало периода(Человек)"	"2025 год"	"202512"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"34 560"
"Численность населения на начало периода(Человек)"	"2017 год"	"201712"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"41 564"
"Численность населения на начало периода(Человек)"	"2009 год"	"200912"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"45 617"
"Численность населения на начало периода(Человек)"	"2019 год"	"201912"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"40 850"
"Численность населения на начало периода(Человек)"	"2020 год"	"202012"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"40 252"
"Численность населения на начало периода(Человек)"	"2018 год"	"201812"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"41 191"
"Численность населения на начало периода(Человек)"	"2022 год"	"202212"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"36 378"
"Численность населения на начало периода(Человек)"	"2023 год"	"202312"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"35 732"
"Численность населения на начало периода(Человек)"	"2024 год"	"202412"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"35 126"
"Численность населения на начало периода(Человек)"	"2021 год"	"202112"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"39 660"
"Численность населения на начало периода(Человек)"	"2015 год"	"201512"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"43 163"
"Численность населения на начало периода(Человек)"	"2011 год"	"201112"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"44 988"
"Численность населения на начало периода(Человек)"	"2016 год"	"201612"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"42 272"
"Численность населения на начало периода(Человек)"	"2010 год"	"201012"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"45 232"
"Численность населения на начало периода(Человек)"	"2012 год"	"201212"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"44 484"
"Численность населения на начало периода(Человек)"	"2013 год"	"201312"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"44 137"
"Численность населения на начало периода(Человек)"	"2014 год"	"201412"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"43 732"
"Численность населения на начало периода(Человек)"	"2025 год"	"202512"	"РАЙОН ИМ.ГАБИТА МУСРЕПОВА"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"34 560"
"Численность населения на начало периода(Человек)"	"2017 год"	"201712"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"16 638"
"Численность населения на начало периода(Человек)"	"2009 год"	"200912"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"18 037"
"Численность населения на начало периода(Человек)"	"2019 год"	"201912"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"16 293"
"Численность населения на начало периода(Человек)"	"2020 год"	"202012"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"16 152"
"Численность населения на начало периода(Человек)"	"2018 год"	"201812"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"16 427"
"Численность населения на начало периода(Человек)"	"2022 год"	"202212"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"13 476"
"Численность населения на начало периода(Человек)"	"2023 год"	"202312"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"13 176"
"Численность населения на начало периода(Человек)"	"2024 год"	"202412"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"12 928"
"Численность населения на начало периода(Человек)"	"2021 год"	"202112"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"15 857"
"Численность населения на начало периода(Человек)"	"2015 год"	"201512"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"17 148"
"Численность населения на начало периода(Человек)"	"2011 год"	"201112"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"17 728"
"Численность населения на начало периода(Человек)"	"2016 год"	"201612"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"16 956"
"Численность населения на начало периода(Человек)"	"2010 год"	"201012"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"17 840"
"Численность населения на начало периода(Человек)"	"2012 год"	"201212"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"17 575"
"Численность населения на начало периода(Человек)"	"2013 год"	"201312"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"17 602"
"Численность населения на начало периода(Человек)"	"2014 год"	"201412"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"17 329"
"Численность населения на начало периода(Человек)"	"2025 год"	"202512"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"Всего"	"0"	"Все группы"	"0"	"12 229"
"Численность населения на начало периода(Человек)"	"2017 год"	"201712"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"16 638"
"Численность населения на начало периода(Человек)"	"2009 год"	"200912"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"18 037"
"Численность населения на начало периода(Человек)"	"2019 год"	"201912"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"16 293"
"Численность населения на начало периода(Человек)"	"2020 год"	"202012"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"16 152"
"Численность населения на начало периода(Человек)"	"2018 год"	"201812"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"16 427"
"Численность населения на начало периода(Человек)"	"2022 год"	"202212"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"13 476"
"Численность населения на начало периода(Человек)"	"2023 год"	"202312"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"13 176"
"Численность населения на начало периода(Человек)"	"2024 год"	"202412"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"12 928"
"Численность населения на начало периода(Человек)"	"2021 год"	"202112"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"15 857"
"Численность населения на начало периода(Человек)"	"2015 год"	"201512"	"УАЛИХАНОВСКИЙ РАЙОН"	"0"	"Всего"	"0"	"Всего"	"0"	"Все группы"	"0"	"17 148"
